SCENARIO ID,DATE,EVENT TYPE,PROCESS AREA,LOSS AMOUNT(USD),FREQUENCY,SEVERITY,OPVAR(%),ML,GDP (%),VIX,TARGET
ALE-0501,14-Jun-15,Tech Failure,E-Banking,88.1,4,1.83,1.49,1.19,2.6,21,2
ALE-0565,25-Feb-19,Data Breach,E-Banking,130.14,2,2.69,2.4,2.57,3.8,27,2
ALE-0373,21-Nov-14,Phishing,Retail Banking,136.92,5,1.65,2.49,1.83,3.1,15,2
ALE-0061,05-Dec-16,Tech Failure,ATM Network,178.41,1,2.24,2.1,2.24,3.6,19,0
ALE-1080,25-Feb-15,Phishing,ATM Network,86.5,5,2.24,3.33,3.42,3.8,29,0
ALE-1033,23-Feb-18,Phishing,Retail Banking,172.63,4,2.19,2.36,2.02,3.9,27,2
ALE-0976,10-Jul-17,Phishing,ATM Network,169.84,2,1.67,1.44,1.04,3.3,21,0
OLE-0763,24-Apr-18,Data Breach,E-Banking,33.38,5,0.75,0.87,1.0,3.3,14,0
ALE-0132,11-Nov-16,System Failure,E-Banking,112.45,3,1.7,1.87,2.31,3.4,23,1
OLE-0389,10-Jul-17,Tech Failure,Payments,68.31,4,1.13,1.15,1.0,2.8,16,1
OLE-0236,14-Jan-23,Data Breach,Retail Banking,56.41,4,0.65,1.38,1.0,3.2,21,2
ALE-0853,20-Jun-15,System Failure,Online Services,138.35,3,1.57,2.19,1.59,3.6,15,0
OLE-0268,26-Jul-16,Cyber-Fraud,Retail Banking,45.75,1,0.56,1.23,1.0,3.4,19,1
ALE-0485,29-Nov-16,Tech Failure,ATM Network,197.81,1,2.27,3.48,2.76,3.6,25,2
OLE-0118,17-May-17,Data Breach,E-Banking,41.84,4,1.28,0.81,1.0,3.7,19,2
ALE-0961,27-Nov-14,Cyber-Fraud,ATM Network,202.26,3,1.3,1.66,1.16,2.9,22,1
OLE-0674,21-Mar-23,Tech Failure,Retail Banking,61.41,1,0.92,1.01,1.0,2.7,16,1
OLE-0250,06-Oct-16,Tech Failure,Retail Banking,73.37,2,0.5,1.29,1.0,3.6,15,0
ALE-0790,12-Feb-14,System Failure,ATM Network,202.6,1,1.33,2.77,3.22,2.9,22,1
ALE-1286,19-Jun-19,System Failure,Retail Banking,172.05,4,2.38,1.84,1.42,3.3,29,1
OLE-0095,27-May-16,Tech Failure,Payments,106.54,1,0.98,1.48,1.0,2.7,24,0
OLE-0034,29-Sep-23,Tech Failure,ATM Network,58.37,4,1.34,0.72,1.0,2.6,18,2
ALE-0802,24-Jun-18,Tech Failure,E-Banking,232.99,2,1.29,1.95,2.05,3.1,21,2
ALE-1030,12-Jul-18,Tech Failure,Online Services,234.37,5,2.35,2.95,2.53,3.9,27,1
OLE-0449,07-Jun-19,Cyber-Fraud,Payments,45.76,1,0.91,0.66,1.0,3.5,14,2
OLE-0717,11-Sep-19,System Failure,ATM Network,18.62,5,0.56,1.11,1.0,2.6,16,1
ALE-1088,08-Jul-16,Phishing,E-Banking,10.0,2,2.41,3.42,2.5,3.9,26,1
ALE-1175,26-May-15,Data Breach,Payments,166.92,3,2.15,1.36,0.97,2.9,15,0
OLE-0001,06-Sep-20,Cyber-Fraud,E-Banking,59.71,5,0.82,0.6,1.0,3.1,21,2
ALE-0702,09-Dec-14,Phishing,E-Banking,181.19,2,2.71,2.23,1.5,3.9,20,1
ALE-0244,05-Nov-16,Cyber-Fraud,Online Services,141.65,2,1.93,2.46,2.99,2.8,29,1
ALE-0251,24-Jul-14,Cyber-Fraud,E-Banking,229.52,4,2.63,2.63,2.08,2.8,24,2
ALE-0530,09-May-16,Data Breach,ATM Network,147.56,5,1.42,2.35,2.83,2.8,19,0
OLE-0083,10-Nov-23,Data Breach,E-Banking,24.33,2,1.09,0.81,1.0,3.6,20,2
ALE-0602,07-Jun-19,System Failure,ATM Network,162.02,2,1.34,3.42,4.24,3.8,24,1
OLE-0677,08-May-19,System Failure,Payments,42.18,4,0.98,1.33,1.0,4.0,18,1
ALE-0788,13-Feb-19,System Failure,Retail Banking,198.39,1,2.12,1.38,1.38,3.0,27,2
ALE-0189,30-Jul-14,System Failure,Online Services,276.93,3,0.87,1.52,1.24,2.8,22,0
OLE-0771,27-Feb-21,Tech Failure,ATM Network,41.37,2,0.95,0.96,1.0,3.9,20,2
ALE-0518,27-Mar-15,Cyber-Fraud,Retail Banking,79.19,1,1.2,1.23,0.92,3.8,18,2
ALE-0594,14-Apr-15,Tech Failure,Payments,140.43,4,1.71,2.17,1.68,3.9,27,2
ALE-0933,11-Aug-18,System Failure,Online Services,134.79,5,2.7,1.58,1.93,2.6,15,1
ALE-0833,26-Jun-16,Phishing,Retail Banking,189.5,5,2.75,1.4,1.26,3.8,19,0
OLE-0405,14-Jul-16,Cyber-Fraud,Payments,5.0,5,1.18,1.45,1.0,3.7,24,2
ALE-1097,16-Jul-17,Data Breach,ATM Network,76.81,2,2.43,1.93,1.45,2.5,15,0
ALE-0615,10-Jan-16,System Failure,ATM Network,126.96,4,1.4,1.64,1.16,3.6,16,1
ALE-1167,15-Aug-17,System Failure,Online Services,57.17,2,2.54,1.84,1.33,3.5,15,1
OLE-0105,08-Sep-21,Data Breach,ATM Network,73.83,2,0.53,0.84,1.0,3.0,18,0
OLE-0689,21-Apr-16,System Failure,Retail Banking,33.01,5,0.47,1.16,1.0,3.6,15,1
ALE-1281,26-Sep-17,Data Breach,Payments,199.92,1,2.36,1.33,1.07,3.6,27,2
OLE-0827,24-Jan-18,System Failure,Payments,19.65,5,1.01,1.39,1.0,3.8,19,0
ALE-0383,16-Nov-19,Data Breach,Retail Banking,54.07,5,1.26,3.27,2.8,2.7,15,2
OLE-0063,24-Sep-20,Cyber-Fraud,Retail Banking,85.05,3,0.75,0.89,1.0,3.2,18,1
ALE-0448,11-Dec-15,System Failure,E-Banking,49.02,3,0.87,2.75,2.54,3.2,22,1
OLE-0853,27-Feb-25,System Failure,E-Banking,76.35,1,0.39,1.04,1.0,3.8,24,1
ALE-0941,06-Feb-14,Cyber-Fraud,Payments,153.11,5,2.58,1.63,1.72,3.0,27,1
ALE-0405,02-Jan-19,Data Breach,Payments,158.55,5,1.14,2.12,2.01,3.3,20,1
OLE-0224,05-Sep-19,Cyber-Fraud,Payments,89.51,2,0.87,1.22,1.0,2.9,14,2
OLE-0146,24-Jun-18,Tech Failure,Payments,5.0,1,0.56,0.54,1.0,2.7,23,2
ALE-0231,12-Oct-15,Cyber-Fraud,Online Services,165.34,2,2.25,1.88,1.98,2.7,17,0
OLE-0374,12-Aug-23,System Failure,Payments,18.3,5,0.89,0.8,1.0,3.4,22,0
ALE-0757,08-Jan-19,Cyber-Fraud,Online Services,97.65,4,1.11,1.43,1.63,3.4,15,1
ALE-0285,04-Jun-17,System Failure,ATM Network,10.0,5,2.22,1.97,1.48,3.5,24,2
ALE-1201,13-Dec-17,Data Breach,Retail Banking,120.95,3,1.8,2.26,2.05,3.3,26,1
ALE-1009,06-Jun-14,Data Breach,ATM Network,154.51,3,1.14,1.77,1.55,3.6,26,2
ALE-0417,19-Feb-19,Data Breach,Payments,70.12,2,1.93,2.21,1.91,3.5,29,1
ALE-0408,30-Aug-19,Data Breach,Online Services,159.19,1,2.61,2.49,1.69,2.8,17,0
ALE-0955,02-Mar-14,Phishing,ATM Network,89.98,4,1.83,2.12,2.37,3.5,15,1
ALE-0608,26-Mar-14,Phishing,ATM Network,251.47,1,2.36,2.66,2.94,3.6,28,1
OLE-0010,28-Jun-17,Data Breach,ATM Network,23.16,2,0.69,1.47,1.0,3.4,21,2
OLE-0450,23-Sep-19,System Failure,Payments,90.21,4,0.78,0.62,1.0,3.8,16,1
OLE-0709,15-Jun-25,Tech Failure,Retail Banking,41.8,5,0.49,1.29,1.0,3.4,14,0
OLE-0256,09-Feb-20,Tech Failure,Retail Banking,62.26,4,0.79,0.57,1.0,3.7,15,0
ALE-0025,19-Dec-17,Tech Failure,E-Banking,124.51,5,2.64,1.3,1.35,3.8,22,0
OLE-0390,23-Sep-23,Tech Failure,Payments,54.71,4,1.28,1.11,1.0,3.1,24,1
ALE-0632,08-Oct-17,Phishing,ATM Network,23.72,2,1.56,3.42,2.99,2.7,20,0
ALE-0051,28-Jul-17,System Failure,Payments,89.35,5,2.47,2.59,2.16,2.6,25,0
ALE-0067,06-Mar-17,Data Breach,ATM Network,219.78,4,2.06,2.13,2.02,2.8,18,2
ALE-1071,29-Dec-15,Cyber-Fraud,Online Services,155.37,2,2.3,1.91,1.6,3.9,21,2
ALE-0536,14-Jul-15,Data Breach,ATM Network,69.37,5,1.01,2.01,1.45,2.6,24,2
OLE-0461,13-May-14,Cyber-Fraud,E-Banking,44.75,4,0.33,0.62,1.0,2.7,20,2
ALE-0580,19-Mar-18,Phishing,Payments,128.5,4,1.62,2.66,3.27,3.6,20,0
ALE-1068,28-Jul-17,Tech Failure,E-Banking,143.03,4,1.87,2.22,2.19,4.0,18,0
ALE-0311,04-Jul-17,Phishing,ATM Network,244.65,1,2.91,3.09,2.21,2.8,15,0
ALE-0101,18-Sep-15,Phishing,ATM Network,60.86,1,1.93,1.66,1.62,3.4,22,1
OLE-0502,04-Jan-21,Tech Failure,Payments,41.48,3,0.67,0.93,1.0,3.5,18,2
OLE-0740,25-Aug-15,System Failure,ATM Network,64.38,4,0.95,0.55,1.0,2.6,24,2
OLE-0041,25-Nov-17,Cyber-Fraud,Retail Banking,28.85,4,0.41,1.46,1.0,3.5,22,2
ALE-0011,16-Sep-18,Tech Failure,Online Services,85.61,4,2.08,2.73,1.9,3.0,29,0
OLE-0732,08-Jul-16,System Failure,ATM Network,47.23,2,1.35,0.85,1.0,3.6,21,2
OLE-0540,29-Nov-16,Cyber-Fraud,Retail Banking,81.8,5,0.71,1.13,1.0,2.8,15,0
ALE-0344,13-Nov-17,Data Breach,Retail Banking,123.54,4,1.15,2.74,2.06,2.7,27,0
ALE-0482,13-Nov-17,Phishing,Online Services,178.24,2,1.19,3.19,2.67,3.9,15,0
OLE-0698,31-Oct-25,Tech Failure,ATM Network,37.4,5,0.34,1.04,1.0,2.6,15,1
ALE-0724,05-Aug-18,Data Breach,Payments,206.49,3,1.34,3.05,2.48,3.1,20,0
ALE-0704,13-May-14,System Failure,Online Services,56.28,5,1.45,2.37,1.87,2.5,29,2
ALE-1154,09-Feb-16,Cyber-Fraud,E-Banking,141.11,1,2.92,3.35,2.4,3.9,25,0
ALE-0288,11-Aug-18,Cyber-Fraud,ATM Network,101.11,5,2.04,1.31,1.58,2.9,15,0
ALE-0174,23-Feb-18,System Failure,E-Banking,63.85,4,1.08,2.76,2.3,3.2,23,2
OLE-0373,10-May-25,Tech Failure,Payments,34.13,1,1.34,1.32,1.0,2.8,14,1
OLE-0668,03-Apr-16,Data Breach,ATM Network,58.57,2,1.21,1.0,1.0,3.9,24,0
ALE-0873,06-Oct-16,Cyber-Fraud,Payments,160.96,5,1.02,1.54,1.19,3.6,25,2
OLE-0358,31-Mar-18,System Failure,Retail Banking,105.58,4,1.1,0.97,1.0,3.7,18,2
ALE-0110,01-Jun-19,Data Breach,Payments,186.29,4,1.55,1.22,1.07,2.5,23,0
OLE-0784,28-Apr-25,Cyber-Fraud,Payments,75.49,1,1.45,1.37,1.0,3.6,19,2
OLE-0736,24-Oct-20,Tech Failure,Retail Banking,54.36,4,1.17,0.62,1.0,3.4,24,0
ALE-0496,19-Apr-14,System Failure,Retail Banking,85.69,1,2.74,2.67,3.15,2.9,23,1
ALE-0178,05-Dec-15,System Failure,Retail Banking,204.09,5,1.54,1.96,2.41,2.7,16,0
ALE-0113,16-Sep-14,System Failure,Payments,202.75,3,2.57,1.61,1.09,3.1,16,2
ALE-0992,05-Nov-15,Tech Failure,Online Services,79.52,2,1.5,1.49,1.31,3.3,27,0
ALE-0864,18-Jul-14,System Failure,ATM Network,293.39,3,1.72,1.88,1.66,2.6,20,0
ALE-1141,11-May-17,Data Breach,Retail Banking,38.0,3,2.95,1.37,1.37,2.9,27,0
ALE-0934,05-Apr-17,Data Breach,Online Services,141.27,4,2.15,1.5,1.21,2.6,17,1
ALE-0871,19-Feb-19,Phishing,Online Services,189.52,2,1.04,1.82,2.19,3.1,16,1
ALE-0471,11-Dec-16,Tech Failure,Payments,41.51,4,2.72,2.84,2.35,2.6,16,2
ALE-0675,07-Jan-14,Cyber-Fraud,ATM Network,57.4,4,2.35,3.42,3.39,3.6,26,2
ALE-0835,25-Jan-14,Phishing,E-Banking,180.98,5,1.24,1.34,1.39,3.1,17,1
ALE-1001,28-Dec-19,Cyber-Fraud,Payments,95.19,1,2.74,2.6,1.85,2.5,29,0
ALE-0395,16-Oct-14,Phishing,Online Services,150.82,1,0.97,2.95,2.44,2.6,23,1
ALE-1060,19-Nov-17,Tech Failure,Retail Banking,161.15,3,1.47,3.18,3.92,2.9,29,2
ALE-1084,28-Feb-17,System Failure,Online Services,131.12,4,2.69,3.2,2.83,3.3,28,0
ALE-0379,14-Jan-19,System Failure,Online Services,239.64,1,2.44,1.31,1.37,3.6,27,2
ALE-0028,12-Jul-14,Phishing,ATM Network,152.21,4,2.57,1.35,1.05,3.4,29,0
OLE-0080,11-Dec-16,Cyber-Fraud,E-Banking,59.01,4,1.18,1.04,1.0,3.4,21,2
ALE-0315,24-Mar-17,Tech Failure,Retail Banking,203.94,4,2.12,2.3,1.58,2.6,16,2
OLE-0815,03-Feb-21,Cyber-Fraud,E-Banking,46.94,3,1.02,1.2,1.0,2.6,24,2
ALE-0599,21-Nov-14,Tech Failure,Online Services,212.02,5,0.87,3.09,2.61,3.0,28,2
OLE-0672,10-Oct-18,System Failure,E-Banking,5.0,2,1.39,0.67,1.0,4.0,15,0
ALE-0879,08-Sep-17,Cyber-Fraud,Online Services,162.79,5,2.54,3.04,2.33,2.5,29,2
OLE-0058,21-Aug-21,System Failure,Retail Banking,34.78,5,0.73,1.03,1.0,3.2,20,0
OLE-0134,17-Nov-20,Cyber-Fraud,ATM Network,68.46,4,1.06,0.95,1.0,2.8,18,0
ALE-0283,12-Jun-18,Phishing,Retail Banking,235.54,3,1.79,1.23,1.03,3.5,19,0
ALE-0076,10-Sep-14,Data Breach,ATM Network,275.42,4,1.62,2.08,1.5,3.5,20,2
ALE-1049,21-Nov-14,System Failure,Payments,124.06,2,1.63,3.18,3.33,2.7,22,0
OLE-0824,03-Jun-25,Cyber-Fraud,ATM Network,69.77,5,1.27,0.79,1.0,3.4,20,2
ALE-0575,02-Jan-15,Cyber-Fraud,Payments,10.0,4,1.83,2.97,3.4,3.7,15,0
ALE-0691,16-Sep-14,System Failure,Online Services,10.0,2,2.32,2.5,2.93,2.7,28,2
ALE-0357,27-Apr-16,Phishing,Payments,99.95,2,0.89,2.55,3.02,3.9,29,1
OLE-0505,23-May-17,Cyber-Fraud,Retail Banking,41.99,3,0.6,0.82,1.0,3.7,23,0
ALE-1151,31-Jul-19,System Failure,Online Services,187.33,3,1.08,2.35,1.87,3.8,29,0
OLE-0348,02-Dec-22,Tech Failure,E-Banking,12.35,5,1.09,0.64,1.0,3.4,18,1
OLE-0387,03-Feb-20,Tech Failure,Payments,49.2,4,0.6,1.15,1.0,3.4,17,0
ALE-0167,01-Nov-17,Phishing,E-Banking,260.86,2,1.47,3.44,2.72,3.1,17,1
ALE-0527,01-Jul-19,Cyber-Fraud,ATM Network,30.82,3,1.86,3.0,3.33,3.2,27,1
ALE-0037,25-Jul-19,Data Breach,ATM Network,157.8,2,1.26,2.35,2.44,3.1,27,2
OLE-0829,07-Jun-19,Data Breach,Payments,44.59,2,0.31,0.92,1.0,2.7,18,0
ALE-1235,24-Jun-14,Data Breach,E-Banking,139.61,4,1.52,3.35,3.12,3.2,22,0
OLE-0476,08-Apr-24,Tech Failure,Payments,84.03,2,0.96,0.98,1.0,3.9,15,2
ALE-0811,24-Jul-18,System Failure,Payments,186.69,5,1.88,1.65,1.25,2.9,25,2
ALE-0784,14-Sep-17,Data Breach,Retail Banking,31.11,4,2.23,2.28,1.9,3.1,18,1
ALE-1246,09-Aug-17,Data Breach,ATM Network,141.53,5,1.18,1.78,1.26,3.2,19,0
OLE-0653,10-Jul-17,System Failure,ATM Network,9.09,2,1.29,1.2,1.0,3.2,18,0
OLE-0173,01-Jun-23,Data Breach,E-Banking,33.64,3,0.96,0.56,1.0,3.5,22,1
ALE-0292,19-Aug-16,Tech Failure,Payments,215.94,5,0.89,1.85,1.91,3.3,27,1
OLE-0039,06-May-22,Data Breach,E-Banking,34.37,5,0.63,1.09,1.0,3.5,23,2
OLE-0714,31-Aug-15,System Failure,ATM Network,73.08,5,1.48,1.04,1.0,3.3,22,1
OLE-0091,19-Feb-15,Cyber-Fraud,Payments,20.23,5,1.2,1.48,1.0,2.8,17,2
OLE-0167,19-Mar-22,System Failure,Retail Banking,55.5,2,0.5,0.75,1.0,3.8,16,1
ALE-0348,05-Aug-18,Data Breach,Online Services,185.65,2,2.37,1.36,0.92,2.5,26,0
ALE-0018,03-Mar-19,Cyber-Fraud,E-Banking,204.71,2,2.85,2.08,1.59,2.5,15,0
ALE-1115,08-Jul-16,Cyber-Fraud,Payments,68.14,5,1.24,3.32,2.99,3.6,17,2
ALE-1040,23-Sep-19,Tech Failure,Online Services,278.88,5,1.4,3.47,2.52,4.0,17,1
ALE-1234,18-Oct-15,Tech Failure,ATM Network,229.89,1,2.26,1.56,1.09,2.8,17,1
ALE-0236,09-Aug-17,Data Breach,ATM Network,181.95,2,2.73,2.16,1.5,4.0,24,2
ALE-0298,04-Sep-14,Phishing,E-Banking,210.15,3,1.61,2.9,2.15,3.6,29,0
ALE-0467,20-Jun-15,Data Breach,ATM Network,167.33,4,0.9,3.14,2.18,3.7,17,1
ALE-0689,09-Feb-16,System Failure,Online Services,195.02,2,1.09,1.46,1.75,3.4,21,1
ALE-0493,02-Jul-15,Cyber-Fraud,Online Services,164.28,2,2.64,3.07,2.62,2.7,17,0
OLE-0511,16-Sep-18,Tech Failure,Payments,48.06,3,1.45,0.72,1.0,2.6,20,0
OLE-0500,05-Nov-24,System Failure,E-Banking,72.78,5,1.42,0.8,1.0,3.7,20,2
ALE-1043,18-Apr-18,Cyber-Fraud,E-Banking,176.19,5,2.79,2.55,2.68,3.8,17,1
ALE-0963,16-Jul-17,Phishing,ATM Network,167.89,1,1.25,2.77,2.07,3.8,25,0
OLE-0339,21-Mar-15,Data Breach,Retail Banking,7.55,5,0.38,0.71,1.0,3.7,15,1
ALE-1004,11-Nov-15,Cyber-Fraud,ATM Network,122.76,1,2.09,1.38,1.41,2.6,25,1
ALE-0331,10-Oct-14,Tech Failure,Online Services,138.6,4,1.26,3.23,2.62,3.1,25,1
OLE-0029,16-Mar-20,Cyber-Fraud,ATM Network,5.0,4,0.81,0.59,1.0,3.7,21,0
ALE-0360,19-Jan-14,Data Breach,E-Banking,78.41,5,1.59,2.88,1.95,2.7,27,2
ALE-0646,12-Jun-18,Phishing,Payments,91.06,5,2.78,1.97,1.96,3.8,18,2
OLE-0795,02-Jun-16,Data Breach,ATM Network,64.58,5,1.33,1.18,1.0,2.6,14,1
ALE-0088,03-Dec-14,Phishing,Payments,213.16,4,1.32,3.37,2.76,2.7,16,1
ALE-0814,17-Apr-17,Tech Failure,Retail Banking,182.54,4,0.92,1.21,1.39,3.7,29,0
OLE-0170,21-Mar-24,Data Breach,ATM Network,72.44,4,0.78,1.49,1.0,3.8,21,1
ALE-0737,13-Dec-17,Tech Failure,ATM Network,195.52,4,2.98,2.66,2.74,3.2,18,0
ALE-0340,26-Mar-14,Tech Failure,Online Services,136.19,1,2.07,2.06,1.75,3.8,22,2
ALE-0396,02-May-19,Tech Failure,Retail Banking,38.89,4,2.06,3.33,2.66,3.1,18,0
ALE-0730,13-Feb-15,System Failure,Online Services,147.08,5,2.85,3.26,2.43,3.6,21,1
ALE-0055,27-Mar-15,Data Breach,ATM Network,110.02,2,2.63,1.88,1.39,2.5,28,1
OLE-0492,27-Mar-24,Data Breach,Retail Banking,77.12,2,0.52,0.77,1.0,2.8,20,1
ALE-0096,14-Jul-16,Tech Failure,E-Banking,230.92,1,1.26,1.92,2.08,3.9,20,1
ALE-0240,12-Sep-16,Cyber-Fraud,Payments,200.17,1,1.89,1.9,1.31,3.4,24,0
ALE-0175,18-Sep-15,Data Breach,Retail Banking,168.22,3,1.04,3.47,2.81,3.5,24,2
OLE-0588,02-Sep-21,Cyber-Fraud,Retail Banking,45.65,5,0.46,0.7,1.0,3.7,17,2
OLE-0751,28-Oct-14,Tech Failure,E-Banking,51.46,4,0.3,1.0,1.0,3.1,23,2
OLE-0658,06-Sep-24,System Failure,Retail Banking,61.12,1,1.35,0.74,1.0,3.3,19,0
OLE-0235,12-Oct-20,Data Breach,E-Banking,7.44,1,0.65,1.09,1.0,2.5,22,2
OLE-0733,25-Oct-25,Cyber-Fraud,Payments,49.14,2,0.54,1.44,1.0,4.0,22,2
ALE-1283,24-Jun-18,Tech Failure,Retail Banking,225.63,1,2.11,2.45,2.52,3.8,22,1
ALE-0990,23-Dec-16,System Failure,ATM Network,196.24,3,1.64,2.65,2.39,3.4,22,2
ALE-0299,26-Apr-19,Phishing,ATM Network,104.7,5,1.53,2.94,2.85,2.7,27,1
ALE-0810,11-Aug-14,System Failure,Payments,269.93,1,0.88,3.46,3.09,3.0,20,0
ALE-0761,14-Jan-19,System Failure,Retail Banking,69.3,4,2.15,3.3,3.43,2.7,24,0
ALE-0983,18-Jan-18,Tech Failure,Payments,323.52,2,1.72,3.07,2.16,2.9,15,1
ALE-0077,01-Nov-17,Phishing,Payments,226.68,1,2.08,2.81,2.01,2.7,23,2
ALE-0352,07-Apr-14,Cyber-Fraud,Retail Banking,298.44,5,2.64,1.93,1.48,2.7,15,2
ALE-0208,29-Dec-15,Tech Failure,E-Banking,140.74,4,2.9,3.24,3.17,2.7,23,2
OLE-0109,26-Feb-24,System Failure,Retail Banking,63.1,2,1.33,0.96,1.0,3.6,21,2
ALE-0891,19-Aug-16,Cyber-Fraud,Online Services,245.58,2,2.59,2.3,1.65,2.9,29,0
OLE-0569,06-Oct-15,Data Breach,E-Banking,55.54,3,1.41,1.26,1.0,3.4,21,0
ALE-0310,11-Sep-19,Cyber-Fraud,ATM Network,10.0,5,2.85,2.59,2.05,3.1,23,1
ALE-0317,10-Nov-19,Tech Failure,Online Services,215.55,5,2.2,2.43,2.26,2.9,18,1
ALE-0650,17-Nov-16,Data Breach,Retail Banking,145.04,2,1.05,1.36,1.02,3.2,18,1
ALE-0635,02-Jan-15,Cyber-Fraud,Online Services,256.34,4,1.63,3.05,2.24,3.9,24,2
ALE-0033,06-Jan-18,System Failure,E-Banking,133.2,3,1.03,3.41,2.4,2.9,28,2
ALE-0090,04-Mar-16,Cyber-Fraud,Payments,150.14,3,2.19,2.0,1.99,3.1,25,0
ALE-0191,01-May-14,Phishing,Retail Banking,151.47,2,1.76,3.0,3.47,3.3,26,1
ALE-1056,07-Feb-19,Data Breach,Retail Banking,10.0,2,2.97,3.25,2.43,3.1,28,0
ALE-0698,23-Feb-18,System Failure,ATM Network,32.35,5,1.41,1.53,1.91,3.3,22,1
ALE-0783,20-Jul-16,Phishing,Retail Banking,145.38,5,1.0,2.64,2.3,2.9,20,2
ALE-0027,15-May-16,Tech Failure,Retail Banking,187.07,4,2.38,3.31,3.05,2.8,18,0
ALE-1035,23-Dec-16,Data Breach,Retail Banking,115.63,1,0.97,2.76,2.54,3.6,23,0
ALE-1251,07-Jun-19,System Failure,Payments,185.41,2,2.85,2.38,1.84,3.8,20,0
OLE-0851,27-Jun-25,Tech Failure,Payments,24.96,5,0.9,0.58,1.0,3.4,19,1
ALE-0550,25-Aug-15,Phishing,ATM Network,10.0,4,1.71,2.29,2.1,3.8,25,2
OLE-0735,04-Feb-17,System Failure,Retail Banking,38.65,5,0.43,0.88,1.0,3.8,14,2
OLE-0718,23-Jul-22,Data Breach,Payments,64.2,5,1.0,0.77,1.0,2.5,19,2
OLE-0455,03-Feb-16,System Failure,Retail Banking,109.66,1,0.78,0.8,1.0,2.7,24,2
OLE-0265,29-Jun-22,Data Breach,E-Banking,5.0,2,1.34,1.45,1.0,2.7,23,0
OLE-0076,20-May-15,Cyber-Fraud,E-Banking,56.05,4,0.45,0.7,1.0,3.8,21,0
ALE-1019,12-Jan-18,System Failure,Retail Banking,102.76,1,2.52,2.94,2.15,2.5,15,1
OLE-0445,21-Aug-17,Cyber-Fraud,ATM Network,34.43,1,1.14,1.27,1.0,3.0,16,0
OLE-0396,26-Jan-19,Data Breach,Retail Banking,5.0,2,1.31,0.98,1.0,3.3,18,1
OLE-0177,16-Jun-21,System Failure,E-Banking,95.53,5,0.87,1.5,1.0,2.6,14,0
ALE-0185,05-Aug-14,Data Breach,ATM Network,243.53,5,1.59,2.74,3.31,3.1,21,1
ALE-1106,04-Oct-18,Tech Failure,ATM Network,159.2,5,1.91,2.49,2.4,2.6,28,1
ALE-0733,22-Jun-17,Tech Failure,ATM Network,199.23,1,2.15,3.45,3.93,2.8,27,2
ALE-0857,15-Dec-14,Phishing,Retail Banking,69.75,2,1.67,3.33,2.39,3.1,22,1
ALE-0708,30-Jun-14,Phishing,Retail Banking,203.03,2,2.4,2.37,2.19,3.1,18,1
OLE-0596,03-Oct-22,Cyber-Fraud,E-Banking,67.14,4,0.57,0.56,1.0,2.9,23,0
OLE-0062,05-Oct-19,Tech Failure,Payments,65.39,5,1.31,0.6,1.0,3.2,17,1
ALE-0439,31-Jan-14,Cyber-Fraud,E-Banking,325.85,5,1.7,1.69,1.49,3.0,21,0
ALE-0015,11-Jan-17,Tech Failure,Payments,248.66,3,2.54,2.59,2.26,2.6,28,0
ALE-0834,04-Dec-19,Phishing,E-Banking,216.56,3,1.07,1.48,1.13,3.4,20,0
OLE-0217,05-Oct-19,Tech Failure,Retail Banking,49.86,1,0.84,0.63,1.0,3.9,24,1
OLE-0279,14-May-19,System Failure,E-Banking,94.97,2,0.33,0.8,1.0,3.3,24,1
ALE-0535,04-Oct-14,Cyber-Fraud,E-Banking,10.0,3,2.28,1.65,1.3,2.9,26,1
OLE-0037,11-Sep-19,Data Breach,E-Banking,67.07,5,0.4,0.59,1.0,3.8,16,0
ALE-0862,20-Mar-14,Phishing,Retail Banking,139.0,1,1.5,1.32,1.23,2.8,26,1
OLE-0663,16-Apr-21,Data Breach,ATM Network,85.66,5,1.11,0.71,1.0,3.0,24,1
ALE-1189,05-Oct-19,Data Breach,E-Banking,100.8,2,2.36,2.41,2.08,2.6,26,0
ALE-1285,14-Jan-19,Phishing,Retail Banking,55.52,5,2.88,1.53,1.07,2.6,16,1
ALE-0120,07-Jun-15,Cyber-Fraud,Online Services,108.94,5,2.57,3.26,2.8,3.2,22,0
ALE-0923,28-Oct-14,Data Breach,Payments,219.56,5,0.91,3.36,3.61,2.8,23,1
OLE-0739,01-Mar-18,Data Breach,E-Banking,33.14,2,0.33,0.9,1.0,4.0,24,2
OLE-0192,04-Oct-14,Data Breach,Retail Banking,51.96,3,0.63,0.9,1.0,2.7,14,1
ALE-0062,21-Feb-16,Phishing,Retail Banking,202.15,1,2.07,1.63,1.14,3.5,26,2
OLE-0457,27-May-20,Tech Failure,Payments,118.14,4,1.24,0.78,1.0,3.9,14,2
ALE-0560,13-Feb-19,System Failure,Retail Banking,127.75,2,1.36,2.95,2.47,3.0,24,1
OLE-0676,19-Jan-14,System Failure,Retail Banking,39.69,2,0.45,0.87,1.0,2.8,17,2
OLE-0761,23-May-17,Data Breach,E-Banking,65.69,5,1.49,1.2,1.0,2.9,20,1
ALE-1267,22-Sep-14,Phishing,ATM Network,273.97,3,1.52,2.81,2.54,2.9,28,2
ALE-0956,26-Mar-14,System Failure,Payments,148.66,1,1.75,1.47,1.69,3.6,22,0
